No,filename,data_split,Links,main_label,sub_label,Healthy Lifestyle and Weight Loss,Weight Lifting,Running,Yoga,Haircare,Makeup,Skincare,Outfit,Accommodation,Adventure,Culture,Food and drink,duration,frame_count,height,width,fps
74,Beauty_74.mp4,train,https://www.tiktok.com/@aryong_ongying/video/7310158536833600775,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,21.86666667,656,1024,576,30
75,Beauty_75.mp4,train,https://www.tiktok.com/@aryong_ongying/video/7310592225111559432,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,285.6666667,8570,1024,576,30
76,Beauty_76.mp4,train,https://www.tiktok.com/@aryong_ongying/video/7310993037314805010,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,19.43333333,583,1024,576,30
77,Beauty_77.mp4,train,https://www.tiktok.com/@aryong_ongying/video/7311902069705755912,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,192.6,5778,1024,576,30
78,Beauty_78.mp4,train,https://www.tiktok.com/@aryong_ongying/video/7313411692635901191,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,131.7333333,3952,1024,576,30
79,Beauty_79.mp4,train,https://www.tiktok.com/@aryong_ongying/video/7313440889739709714,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,58.33333333,1750,1024,576,30
80,Beauty_80.mp4,train,https://www.tiktok.com/@aryong_ongying/video/7316446534038572293,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,153.1,4593,1024,576,30
81,Beauty_81.mp4,train,https://www.tiktok.com/@asmr_fronker/video/7309045589751106821,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,145.1333333,4354,1024,576,30
82,Beauty_82.mp4,train,https://www.tiktok.com/@asmr_fronker/video/7310155495279529222,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,108.3333333,3250,1024,576,30
83,Beauty_83.mp4,train,https://www.tiktok.com/@atipp.makeup/video/7305743093645446405,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,15,450,1024,576,30
84,Beauty_84.mp4,train,https://www.tiktok.com/@atipp.makeup/video/7309095866273369349,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,64.4,1932,1024,576,30
85,Beauty_85.mp4,train,https://www.tiktok.com/@atipp.makeup/video/7310945554387750149,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,31.83333333,955,1024,576,30
86,Beauty_86.mp4,train,https://www.tiktok.com/@atipp.makeup/video/7312422154388196614,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,15,450,1024,576,30
87,Beauty_87.mp4,train,https://www.tiktok.com/@atipp.makeup/video/7313548652079762694,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,22.4,672,1024,576,30
88,Beauty_88.mp4,train,https://www.tiktok.com/@atom2255/video/7309808762930433285,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,52.93333333,1588,1024,576,30
89,Beauty_89.mp4,train,https://www.tiktok.com/@atom2255/video/7310190816939592966,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,15.03333333,451,1024,576,30
90,Beauty_90.mp4,train,https://www.tiktok.com/@atom2255/video/7316411274827451653,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,101.6666667,3050,1024,576,30
91,Beauty_91.mp4,train,https://www.tiktok.com/@aumpcrp_26/video/7309797905060121862,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,57.76666667,1733,1024,576,30
92,Beauty_92.mp4,train,https://www.tiktok.com/@ayreadyy/video/7315704692640582917,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,25.66666667,770,1024,576,30
93,Beauty_93.mp4,train,https://www.tiktok.com/@b0rnaloned13alone/video/7309764491124673798,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,205.7666667,6173,1024,576,30
94,Beauty_94.mp4,train,https://www.tiktok.com/@b0rnaloned13alone/video/7310806937333927174,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,64.03333333,1921,1024,576,30
95,Beauty_95.mp4,train,https://www.tiktok.com/@babarabeer/video/7308728418005306630,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,55.6,1668,1024,576,30
96,Beauty_96.mp4,train,https://www.tiktok.com/@babarabeer/video/7309477219665972486,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,20.06666667,602,1024,576,30
97,Beauty_97.mp4,train,https://www.tiktok.com/@babarabeer/video/7313553505644498177,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,41.13333333,1234,1024,576,30
98,Beauty_98.mp4,train,https://www.tiktok.com/@babarabeer/video/7313838311695486210,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,44.3,1329,1024,576,30
99,Beauty_99.mp4,train,https://www.tiktok.com/@babiitk/video/7306104834023853318,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,16.1,483,1024,576,30
100,Beauty_100.mp4,train,https://www.tiktok.com/@babyjingko/video/7312811517030845702,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,38.23333333,1147,1024,576,30
101,Beauty_101.mp4,train,https://www.tiktok.com/@baifarm/video/7305646423452830981,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,64.6,1938,1024,576,30
102,Beauty_102.mp4,train,https://www.tiktok.com/@fahzii2535/video/7305597541381360902,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,105.8333333,3175,1024,576,30
103,Beauty_103.mp4,train,https://www.tiktok.com/@fahzii2535/video/7305632121811537157,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,41.5,1245,1024,576,30
104,Beauty_104.mp4,train,https://www.tiktok.com/@fifafufi/video/7305710205273181445,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,28.16666667,845,1024,576,30
105,Beauty_105.mp4,train,https://www.tiktok.com/@isaployy/video/7305649065092451589,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,41.2,1236,1024,576,30
106,Beauty_106.mp4,train,https://www.tiktok.com/@jan_thinyy/video/7305687953836100869,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,436.5666667,13097,1024,576,30
107,Beauty_107.mp4,train,https://www.tiktok.com/@jessada_makeup/video/7305771882404416773,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,45.5,1365,1024,576,30
108,Beauty_108.mp4,train,https://www.tiktok.com/@kamin.orn/video/7305615903629085957,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,56.66666667,1700,1024,576,30
109,Beauty_109.mp4,train,https://www.tiktok.com/@ketmani_/video/7305696651069443333,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,56.73333333,1702,1024,576,30
110,Beauty_110.mp4,train,https://www.tiktok.com/@lafemmes/video/7305734995526651142,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,25.96666667,779,1024,576,30
111,Beauty_111.mp4,train,https://www.tiktok.com/@maybelline_th/video/7305641447812762885,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,31.03333333,931,1024,576,30
112,Beauty_112.mp4,train,https://www.tiktok.com/@mingjupimpisa/video/7316031246512000262,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,58.5,1755,1024,576,30
113,Beauty_113.mp4,train,https://www.tiktok.com/@momelont/video/7305639016236453126,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,55.8,1674,1024,576,30
114,Beauty_114.mp4,train,https://www.tiktok.com/@montraskin/video/7311346820918070534,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,246.7,7401,1024,576,30
115,Beauty_115.mp4,train,https://www.tiktok.com/@_mookyyy/video/7311958760224853254,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,118.1,3543,1024,576,30
116,Beauty_116.mp4,train,https://www.tiktok.com/@_mookyyy/video/7313212514148355333,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,128.5333333,3856,1024,576,30
117,Beauty_117.mp4,train,https://www.tiktok.com/@_mookyyy/video/7313780059687357701,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,197.2666667,5918,1024,576,30
118,Beauty_118.mp4,train,https://www.tiktok.com/@praepasaporn/video/7305632032770493701,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,69.96666667,2099,1024,576,30
119,Beauty_119.mp4,train,https://www.tiktok.com/@prawwave/video/7305710851724561670,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,56.9,1707,1024,576,30
120,Beauty_120.mp4,train,https://www.tiktok.com/@purelove.pushfamily/video/7305624468104203525,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,92,2760,1024,576,30
121,Beauty_121.mp4,train,https://www.tiktok.com/@pxrewx/video/7305646371195915525,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,66.2,1986,1024,576,30
122,Beauty_122.mp4,train,https://www.tiktok.com/@pyralisanina/video/7305656456563477766,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,10.8,324,1024,576,30
123,Beauty_123.mp4,train,https://www.tiktok.com/@reejancy08/video/7305763856415034629,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,59.96666667,1799,1024,576,30
124,Beauty_124.mp4,train,https://www.tiktok.com/@shaibeautyroom/video/7305715682870578437,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,102.1,3063,1024,576,30
125,Beauty_125.mp4,train,https://www.tiktok.com/@sooooophiiia/video/7305759465511439622,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,78.56666667,2357,1024,576,30
126,Beauty_126.mp4,train,https://www.tiktok.com/@sugarbloodyy/video/7305718824467320070,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,61.53333333,1846,1024,576,30
127,Beauty_127.mp4,train,https://www.tiktok.com/@ttssttcm/video/7314122961542237446,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,75.53333333,2266,1024,576,30
128,Beauty_128.mp4,train,https://www.tiktok.com/@wongnai_beauty/video/7305763174098226433,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,89.9,2697,1024,576,30
129,Beauty_129.mp4,train,https://www.tiktok.com/@ybbmine/video/7306543088787361029,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,27.23333333,817,1024,576,30
130,Beauty_130.mp4,train,https://www.tiktok.com/@yingbestchannel/video/7311297057468239109,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,84.83333333,2545,1024,576,30
259,Beauty_259.mp4,train,https://www.tiktok.com/@yingbestchannel/video/7312393408771902725,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,67.06666667,2012,1024,576,30
260,Beauty_260.mp4,train,https://www.tiktok.com/@yingbestzyyy/video/7305727565648383238,Beauty and Fashion,Makeup,0,0,0,0,0,1,0,0,0,0,0,0,69.16666667,2075,1024,576,30
131,Beauty_131.mp4,train,https://www.tiktok.com/@nanze_/video/7305724148360236294,Beauty and Fashion,"Makeup, Skincare",0,0,0,0,0,1,1,0,0,0,0,0,60.93333333,1828,1024,576,30
132,Beauty_132.mp4,train,https://www.tiktok.com/@pearriepai/video/7305686568717569286,Beauty and Fashion,"Makeup, Skincare",0,0,0,0,0,1,1,0,0,0,0,0,99.36666667,2981,1024,576,30
24,Beauty_24.mp4,test,https://www.tiktok.com/@zzdaozz/video/7315758527803362561,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,86.6,2598,1024,576,30
24,Beauty_24.mp4,validation,https://www.tiktok.com/@zzdaozz/video/7315758527803362561,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,86.6,2598,1024,576,30
133,Beauty_133.mp4,validation,https://www.tiktok.com/@aaa_attackallaround/video/7312372922591612166,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,39.13333333,1174,1024,576,30
134,Beauty_134.mp4,train,https://www.tiktok.com/@all_aboutbitch/video/7305654938997181702,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,13.3,399,1024,576,30
134,Beauty_134.mp4,test,https://www.tiktok.com/@all_aboutbitch/video/7305654938997181702,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,13.3,399,1024,576,30
135,Beauty_135.mp4,train,https://www.tiktok.com/@aomiws/video/7305687502227016966,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,37.36666667,1121,1024,576,30
135,Beauty_135.mp4,test,https://www.tiktok.com/@aomiws/video/7305687502227016966,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,37.36666667,1121,1024,576,30
136,Beauty_136.mp4,validation,https://www.tiktok.com/@aommko/video/7305725049791679750,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,11.26666667,338,1024,576,30
137,Beauty_137.mp4,test,https://www.tiktok.com/@aria000_/video/7310307370662382854,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,12.93333333,388,1024,576,30
137,Beauty_137.mp4,validation,https://www.tiktok.com/@aria000_/video/7310307370662382854,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,12.93333333,388,1024,576,30
138,Beauty_138.mp4,train,https://www.tiktok.com/@artakarach/video/7309465049687395589,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,18.63333333,559,1024,576,30
139,Beauty_139.mp4,train,https://www.tiktok.com/@artakarach/video/7313421354425011462,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,58.93333333,1768,1024,576,30
139,Beauty_139.mp4,test,https://www.tiktok.com/@artakarach/video/7313421354425011462,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,58.93333333,1768,1024,576,30
140,Beauty_140.mp4,validation,https://www.tiktok.com/@artakarach/video/7316008525044518150,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,127.0333333,3811,1024,576,30
141,Beauty_141.mp4,train,https://www.tiktok.com/@artymilk/video/7308302839380512005,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,54.1,1623,1024,576,30
142,Beauty_142.mp4,train,https://www.tiktok.com/@aryong_ongying/video/7311192903089425672,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,143.7333333,4312,1024,576,30
143,Beauty_143.mp4,train,https://www.tiktok.com/@asuaplayboy/video/7310457485259853061,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,22.33333333,670,1024,576,30
144,Beauty_144.mp4,train,https://www.tiktok.com/@atikkdo/video/7313520582891523333,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,70.73333333,2122,1022,576,30
145,Beauty_145.mp4,train,https://www.tiktok.com/@atirutkit/video/7310510263860579589,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,94.56666667,2837,1024,576,30
146,Beauty_146.mp4,train,https://www.tiktok.com/@atirutkit/video/7311167904353881349,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,60.6,1818,1026,576,30
147,Beauty_147.mp4,train,https://www.tiktok.com/@atirutkit/video/7313000566349778181,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,60.4,1812,1024,576,30
148,Beauty_148.mp4,train,https://www.tiktok.com/@atirutkit/video/7314469561602952453,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,87.6,2628,1024,576,30
149,Beauty_149.mp4,train,https://www.tiktok.com/@atirutkit/video/7315979036939848966,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,65.16666667,1955,1024,576,30
150,Beauty_150.mp4,train,https://www.tiktok.com/@atoxm/video/7308287421639134469,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,57.9,1737,1024,576,30
152,Beauty_152.mp4,train,https://www.tiktok.com/@aunchwkk/video/7310394678002666757,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,31.46666667,944,1024,576,30
153,Beauty_153.mp4,train,https://www.tiktok.com/@babayhaka/video/7312301578122251526,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,16.53333333,496,1024,576,30
154,Beauty_154.mp4,train,https://www.tiktok.com/@babyfive_shop/video/7312476002129677573,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,8.366666667,251,1024,576,30
155,Beauty_155.mp4,train,https://www.tiktok.com/@babyjingko/video/7313040268649827590,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,20.23333333,607,1024,576,30
156,Beauty_156.mp4,train,https://www.tiktok.com/@babyjolystar/video/7315689467975585031,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,90.93333333,2728,1024,576,30
157,Beauty_157.mp4,train,https://www.tiktok.com/@crmmel/video/7305716933138205958,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,144.9333333,4348,1024,576,30
158,Beauty_158.mp4,train,https://www.tiktok.com/@debonairchang/video/7305615295022976261,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,51.23333333,1537,1024,576,30
160,Beauty_160.mp4,train,https://www.tiktok.com/@inicky_ad/video/7305698496818973957,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,91.66666667,2750,1024,576,30
161,Beauty_161.mp4,train,https://www.tiktok.com/@jebandotcom/video/7305749427510185221,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,30.2,906,1024,576,30
162,Beauty_162.mp4,train,https://www.tiktok.com/@kikinicha_/video/7305744438309997830,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,32.73333333,982,1024,576,30
163,Beauty_163.mp4,train,https://www.tiktok.com/@lifestylehattaya70/video/7305447925604175110,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,74.63333333,2239,1024,576,30
164,Beauty_164.mp4,train,https://www.tiktok.com/@metalmetalmetal/video/7305616545156271366,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,15,450,1024,576,30
165,Beauty_165.mp4,train,https://www.tiktok.com/@mildpatteema/video/7305696807391137029,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,48.3,1449,1024,576,30
166,Beauty_166.mp4,train,https://www.tiktok.com/@mildpatteema/video/7305733584017575174,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,28.36666667,851,1024,576,30
167,Beauty_167.mp4,train,https://www.tiktok.com/@minimini150cm/video/7306002934368603398,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,10.36666667,311,1024,576,30
168,Beauty_168.mp4,train,https://www.tiktok.com/@minipantstore/video/7307095119541308677,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,11.86666667,356,1024,576,30
170,Beauty_170.mp4,train,https://www.tiktok.com/@mmeanjp/video/7313874452385762565,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,74.1,2223,1024,576,30
171,Beauty_171.mp4,train,https://www.tiktok.com/@mookkt/video/7307508360549534981,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,97.2,2916,1024,576,30
172,Beauty_172.mp4,train,https://www.tiktok.com/@mookkt/video/7310574606832913669,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,31.53333333,946,1024,576,30
173,Beauty_173.mp4,train,https://www.tiktok.com/@mookkt/video/7311209050719423750,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,60.96666667,1829,1024,576,30
174,Beauty_174.mp4,train,https://www.tiktok.com/@pampamjidapa/video/7305610182476762374,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,17.13333333,514,1024,576,30
175,Beauty_175.mp4,train,https://www.tiktok.com/@petentm/video/7305757321899166981,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,52.13333333,1564,1024,576,30
176,Beauty_176.mp4,train,https://www.tiktok.com/@ptstores/video/7305634434315848966,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,15.23333333,457,1024,576,30
177,Beauty_177.mp4,train,https://www.tiktok.com/@sabina_thailand/video/7305631130491849986,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,24.16666667,725,1024,576,30
178,Beauty_178.mp4,train,https://www.tiktok.com/@sopitchitchat/video/7305640376499555589,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,19.5,585,1024,576,30
179,Beauty_179.mp4,train,https://www.tiktok.com/@sugarz39/video/7305730043374849285,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,19.96666667,599,1024,576,30
180,Beauty_180.mp4,train,https://www.tiktok.com/@t0dayisbeautie/video/7305727143709822213,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,31.96666667,959,1024,576,30
181,Beauty_181.mp4,train,https://www.tiktok.com/@tnctee/video/7305576242323983621,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,40.93333333,1228,1024,576,30
182,Beauty_182.mp4,train,https://www.tiktok.com/@_wiroonnn/video/7305695352458431750,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,17.4,522,1024,576,30
183,Beauty_183.mp4,train,https://www.tiktok.com/@wiwkanapat/video/7305575387873037573,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,41.8,1254,1024,576,30
184,Beauty_184.mp4,train,https://www.tiktok.com/@xswif.lifestyle/video/7313218735739784454,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,37.76666667,1133,1024,576,30
185,Beauty_185.mp4,train,https://www.tiktok.com/@yammatira/video/7308584640028085509,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,93.03333333,2791,1024,576,30
186,Beauty_186.mp4,train,https://www.tiktok.com/@yammatira/video/7309795367212633350,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,15,450,1024,576,30
188,Beauty_188.mp4,train,https://www.tiktok.com/@yaynuad/video/7315656109929368838,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,308,9240,1024,576,30
189,Beauty_189.mp4,train,https://www.tiktok.com/@yoksirinya/video/7305581333986757893,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,14.16666667,425,1024,576,30
190,Beauty_190.mp4,train,https://www.tiktok.com/@yummiii42/video/7307120354634255622,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,32.73333333,982,1024,576,30
191,Beauty_191.mp4,train,https://www.tiktok.com/@yykhemmanth/video/7308331593322532101,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,102.1,3063,1024,576,30
192,Beauty_192.mp4,train,https://www.tiktok.com/@zanestation/video/7309484098861518086,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,89.3,2679,1024,576,30
193,Beauty_193.mp4,train,https://www.tiktok.com/@zolarbeam/video/7316409648708357382,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,94.93333333,2848,1024,576,30
194,Beauty_194.mp4,train,https://www.tiktok.com/@zuiceshop/video/7305689079818095878,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,18.1,543,1024,576,30
195,Beauty_195.mp4,train,https://www.tiktok.com/@zuiceshop/video/7306418411335175429,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,15.03333333,451,1024,576,30
196,Beauty_196.mp4,train,https://www.tiktok.com/@zuiceshop/video/7307209293948865798,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,15.83333333,475,1024,576,30
197,Beauty_197.mp4,train,https://www.tiktok.com/@zuiceshop/video/7307235480259595526,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,13.66666667,410,1024,576,30
198,Beauty_198.mp4,train,https://www.tiktok.com/@zuiceshop/video/7307645296060681478,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,10.73333333,322,1024,576,30
199,Beauty_199.mp4,train,https://www.tiktok.com/@zuiceshop/video/7307928659002805510,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,18.03333333,541,1024,576,30
200,Beauty_200.mp4,train,https://www.tiktok.com/@zuiceshop/video/7307953577371192582,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,21.06666667,632,1024,576,30
201,Beauty_201.mp4,train,https://www.tiktok.com/@zuiceshop/video/7308686162128817413,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,18.8,564,1024,576,30
202,Beauty_202.mp4,train,https://www.tiktok.com/@zuiceshop/video/7309008233413283077,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,20.5,615,1024,576,30
203,Beauty_203.mp4,train,https://www.tiktok.com/@zuiceshop/video/7309398286295878917,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,15.03333333,451,1024,576,30
204,Beauty_204.mp4,train,https://www.tiktok.com/@zuiceshop/video/7309781377107447045,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,17.06666667,512,1024,576,30
205,Beauty_205.mp4,train,https://www.tiktok.com/@zuiceshop/video/7309840253580332294,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,22.3,669,1024,576,30
272,Beauty_272.mp4,train,https://www.tiktok.com/@zuiceshop/video/7310159052539989254,Beauty and Fashion,Outfit,0,0,0,0,0,0,0,1,0,0,0,0,8.966666667,269,1024,576,30
206,Beauty_206.mp4,train,https://www.tiktok.com/@96aunna/video/7308716752605629697,Beauty and Fashion,"Outfit, Makeup",0,0,0,0,0,1,0,1,0,0,0,0,59.46666667,1784,1280,720,30
98,Sport_98.mp4,train,https://www.tiktok.com/@alansalinas__/video/7286119138660076806?q=running%20training&t=1703607927867,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,11.73333333,352,1024,576,30
99,Sport_99.mp4,test,https://www.tiktok.com/@allianz_ayudhya/video/7255336465746513153?q=%E0%B8%A7%E0%B8%B4%E0%B9%88%E0%B8%87&t=1703606282389,Sport and Fitness,Running,0,0,1,0,0,0,0,0,0,0,0,0,64.76666667,1943,960,540,30
